timestamp_unix,latency_ms,ok,http_status,gateway_instance,error
1782128520.514077,5.042,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128520.620153,5.347,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128520.726624,8.007,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128520.835112,3.936,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128520.940948,2.552,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128521.044130,5.118,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128521.150105,4.958,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128521.257337,5.786,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128521.364161,5.181,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128521.470165,5.007,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128521.578159,6.094,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128521.686714,3.794,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128521.791149,4.485,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128521.896188,3.372,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128522.003162,5.815,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128522.111184,5.357,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128522.217338,4.881,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128522.323102,5.269,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128522.429123,4.917,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128522.535405,4.356,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128522.642368,5.363,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128522.749982,5.015,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128522.856143,4.983,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128522.963351,5.667,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128523.071563,5.402,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128523.178189,5.402,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128523.284117,4.878,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128523.390576,5.402,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128523.497660,5.193,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128523.603928,3.467,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128523.708965,3.921,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128523.816648,5.373,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128523.923014,5.022,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128524.029682,3.654,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128524.134261,4.911,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128524.240102,3.888,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128524.345228,5.950,1,200,inference-gateway-78cbd9f4cc-p6prt,
