timestamp_unix,latency_ms,ok,http_status,gateway_instance,error
1782128386.559202,4.527,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128386.668944,4.520,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128386.774059,4.404,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128386.879636,4.493,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128386.985431,5.649,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128387.091445,6.252,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128387.198420,5.393,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128387.308347,5.096,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128387.415891,3.788,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128387.520000,3.971,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128387.627931,5.299,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128387.734139,5.409,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128387.840027,4.790,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128387.946659,6.014,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128388.056217,6.013,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128388.163145,4.948,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128388.271114,5.622,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128388.378402,3.944,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128388.483751,4.872,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128388.591770,4.668,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128388.699908,4.799,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128388.809991,5.211,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128388.920007,5.098,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128389.026253,3.467,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128389.130156,4.854,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128389.236631,4.764,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128389.342400,5.649,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128389.448991,4.628,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128389.554716,3.125,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128389.658506,5.084,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128389.764061,5.032,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128389.870018,4.332,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128389.975147,5.133,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128390.081051,4.355,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128390.186376,3.437,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128390.291111,3.183,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128390.394950,4.264,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128390.500188,4.882,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128390.606087,2.593,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128390.709081,3.319,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128390.813219,4.096,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128390.918228,3.306,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128391.022632,2.752,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128391.126182,4.443,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128391.231178,5.027,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128391.337097,6.617,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128391.445462,5.241,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128391.554309,4.681,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128391.660121,5.493,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128391.770803,5.135,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128391.877378,3.106,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128391.981915,2.580,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128392.085063,2.989,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128392.189062,3.015,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128392.293052,3.881,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128392.400048,4.526,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128392.505723,4.855,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128392.611194,5.927,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128392.719128,4.928,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128392.825095,4.923,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128392.931088,5.144,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128393.039940,4.739,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128393.145332,4.345,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128393.250175,4.398,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128393.358633,5.047,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128393.466011,4.098,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128393.572635,3.253,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128393.677047,3.581,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128393.781347,3.228,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128393.886410,4.849,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128393.992583,3.078,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128394.096117,4.595,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128394.202156,4.959,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128394.307944,3.682,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128394.411907,2.655,1,200,inference-gateway-78cbd9f4cc-p6prt,
